VERKOOPPUNT;LON;LAT;GEBIED;VKP_BEGIN;VKP_EIND;GEB_BEGIN;GEB_EIND;VKP_DOMEIN;GEB_DOMEIN;VKP_OMS;GEBR_DOEL_GEB
11233;4.917395894;52.363746915;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MUIDERGRACHT 135 T/O_BORD';BETAALDP
11234;4.91674959;52.364045427;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE BADLAAN 16 T/H';BETAALDP
11235;4.915381859;52.364588873;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE LEPELLAAN 5 T/H_BORD';BETAALDP
11236;4.912438079;52.365280122;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE WESTERMANLAAN 5 T/O';BETAALDP
11237;4.911384713;52.365837404;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE KERKLAAN 18 T/H';BETAALDP
11239;4.912248688;52.366769583;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE KERKLAAN 36 T/O_BORD';BETAALDP
11240;4.912813765;52.36770519;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE KERKLAAN 59 T/H';BETAALDP
11241;4.911345528;52.36772709;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HENRI POLAKLAAN 13 T/H_BORD';BETAALDP
11242;4.912059615;52.368526657;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE DOKLAAN 39 T/H';BETAALDP
11244;4.909659818;52.367917162;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE PARKLAAN 20 T/H';BETAALDP
11246;4.91017212;52.367071577;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MIDDENLAAN 15 T/H';BETAALDP
11248;4.913018333;52.365911122;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MIDDENLAAN 48 T/O';BETAALDP
11249;4.913608808;52.365885693;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MIDDENLAAN 43 T/H';BETAALDP
11250;4.914898041;52.365258579;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MIDDENLAAN 52 T/H';BETAALDP
11253;4.91715539;52.364665407;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'PLANTAGE MIDDENLAAN 53 T/H';BETAALDP
11254;4.908261596;52.361829993;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'WEESPERPLEIN 21 T/H';BETAALDP
11255;4.920216823;52.363512581;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ALEXANDERPLEIN 11 T/O';BETAALDP
11256;4.921080987;52.364440065;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'SARPHATISTRAAT 594 T/H';BETAALDP
11258;4.923875899;52.365974953;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'LOUISE WENTSTRAAT 221';BETAALDP
11259;4.922039324;52.363966741;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ALEXANDERKADE 18 T/O_BORD';BETAALDP
11261;4.924421975;52.366215635;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'IR. JAKOBA MULDERPLEIN 43 T/H_BORD';BETAALDP
11262;4.925529955;52.366632206;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ZEEBURGERSTRAAT 4 T/H';BETAALDP
11263;4.926759539;52.366634678;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'FUNENKADE 7 T/O';BETAALDP
11265;4.923059824;52.366590124;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 410 T/H';BETAALDP
11266;4.921368979;52.367278279;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 191 T/H';BETAALDP
11267;4.919923243;52.367680195;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 155 T/O_BORD';BETAALDP
11268;4.917952214;52.368378775;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 182 T/H';BETAALDP
11270;4.913933211;52.369877431;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 21 T/H_BORD';BETAALDP
11271;4.916713174;52.368906534;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HOOGTE KADIJK 71 T/H';BETAALDP
11272;4.912519492;52.3704554;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KADIJKSPLEIN 17 T/O';BETAALDP
11273;4.913914226;52.370592994;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NIEUWEVAART 5 T/H';BETAALDP
11274;4.917327847;52.369457863;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NIEUWEVAART 197 T/O_BORD';BETAALDP
11275;4.914197085;52.369260118;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'LAAGTE KADIJK 148 T/O';BETAALDP
11276;4.912522275;52.369841676;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'LAAGTE KADIJK 10 T/O_BORD';BETAALDP
11277;4.916394017;52.36796266;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ENTREPOTDOK 66 T/O';BETAALDP
11278;4.914294011;52.368686141;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ENTREPOTDOK 38 T/O';BETAALDP
11279;4.912254696;52.369388986;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ENTREPOTDOK 13 T/O';BETAALDP
11282;4.921527235;52.368781975;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERGRACHT 8 T/H';BETAALDP
11284;4.928207466;52.36734227;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CRUQUIUSKADE 18 T/H';BETAALDP
11285;4.929338227;52.367475533;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CRUQUIUSKADE  129';BETAALDP
11287;4.929533447;52.369128844;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KRAIJENHOFFSTRAAT 22 T/H';BETAALDP
11288;4.928194174;52.368393447;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KRAIJENHOFFSTRAAT 47 T/H_BORD';BETAALDP
11290;4.930495263;52.370303452;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'BLANKENSTRAAT 135 T/H_BORD';BETAALDP
11292;4.92798171;52.369099085;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CZAAR PETERSTRAAT 58 T/H';BETAALDP
11293;4.931378599;52.371190371;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CZAAR PETERSTRAAT 174 T/H';BETAALDP
11294;4.931831973;52.372006753;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CZAAR PETERSTRAAT 205 T/H_BORD';BETAALDP
11295;4.930802237;52.371392404;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CONRADSTRAAT 140 T/H_BORD';BETAALDP
11297;4.928876811;52.370342324;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CONRADSTRAAT 261 T/H';BETAALDP
11298;4.927767741;52.369528138;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CONRADSTRAAT 123 T/H_BORD';BETAALDP
11299;4.926487173;52.368418768;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'Blankenstraat 122_BORD';BETAALDP
11300;4.926503169;52.368746586;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'CONRADSTRAAT 8 T/H';BETAALDP
11301;4.924027383;52.368031539;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERGRACHT 75 T/O';BETAALDP
11303;4.924232387;52.369207986;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERPARK 4 T/O';BETAALDP
11304;4.92286676;52.368449751;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERGRACHT 65 T/O_BORD';BETAALDP
11305;4.922812371;52.369197675;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERVOORSTRAAT 2 T/H';BETAALDP
11306;4.923269193;52.369667349;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'OOSTENBURGERVOORSTRAAT 1 T/H_BORD';BETAALDP
11308;4.920105813;52.369398408;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'WITTENBURGERGRACHT 265 T/O';BETAALDP
11309;4.921224296;52.370041701;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'WAAIGAT 32 T/O_BORD';BETAALDP
11310;4.920297023;52.370401429;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KLEINE WITTENBURGERSTRAAT 98 T/O';BETAALDP
11311;4.921264733;52.370994251;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KLEINE WITTENBURGERSTRAAT 104 T/O_BORD';BETAALDP
11312;4.922093007;52.371565142;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KLEINE WITTENBURGERSTRAAT 263 T/H';BETAALDP
11313;4.923894702;52.372562597;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KLEINE WITTENBURGERSTRAAT 1 T/H';BETAALDP
11314;4.924464297;52.373013707;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'WINDROOSPLEIN 96 T/O_BORD';BETAALDP
11316;4.922525421;52.372143975;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB BURGGRAAFSTRAAT 46 T/O_BORD';BETAALDP
11319;4.918092432;52.37009346;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'WITTENBURGERGRACHT 103 T/O';BETAALDP
11320;4.916994359;52.370457236;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KATTENBURGERGRACHT 21 T/O_BORD';BETAALDP
11321;4.916628878;52.371624304;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KATTENBURGERSTRAAT 28 T/H';BETAALDP
11322;4.920369068;52.373736961;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KATTENBURGERSTRAAT 200 T/H';BETAALDP
11323;4.919706025;52.372211598;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KATTENBURGERKRUISSTRAAT 46 T/H';BETAALDP
11325;4.917809186;52.372370981;T13C;04/04/2006;NULL;01/01/2005;NULL;363;363;'KATTENBURGERSTRAAT 168 T/O';BETAALDP
11327;4.919152105;52.375796963;T13A;11/12/2006;NULL;01/01/2005;NULL;363;363;'Dijksgracht 20';BETAALDP
11328;4.916451813;52.376241592;T13A;11/12/2006;NULL;01/01/2005;NULL;363;363;'Dijksgracht 11';BETAALDP
11329;4.932381569;52.368669549;T13C;13/03/2007;NULL;01/01/2005;NULL;363;363;'Keerwal t/o 132';BETAALDP
12001;4.878647651;52.362048721;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TESSELSCHADESTRAAT 15 T/H';BETAALDP
12002;4.877576289;52.361479337;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ROEMER VISSCHERSTRAAT 19 T/H';BETAALDP
12003;4.876858998;52.362210457;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 52 T/H';BETAALDP
12004;4.878198876;52.362458327;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 26 T/H';BETAALDP
12006;4.876901095;52.363098916;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 47 T/O';BETAALDP
12007;4.877363954;52.36347892;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 20 T/H';BETAALDP
12008;4.878353681;52.364325036;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 5 T/H';BETAALDP
12009;4.876350657;52.36376883;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 29 T/H';BETAALDP
12010;4.874905773;52.363513926;T12A_U01;04/04/2006;NULL;01/02/2018;NULL;363;363;'EERSTE CONSTANTIJN HUYGENSSTRA 57 T/H';BETAALDP
12011;4.874612832;52.363974638;T12A_U01;04/04/2006;NULL;01/02/2018;NULL;363;363;'EERSTE CONSTANTIJN HUYGENSSTRA 98 T/H';BETAALDP
12012;4.876047528;52.36437094;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TWEEDE HELMERSSTRAAT 52 T/H_BORD';BETAALDP
12013;4.877262244;52.364723962;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TWEEDE HELMERSSTRAAT 26 T/H_BORD';BETAALDP
12015;4.878306504;52.365545894;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 370 T/H';BETAALDP
12016;4.876865549;52.365229065;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DERDE HELMERSSTRAAT 30 T/H';BETAALDP
12018;4.873844642;52.364588007;T12A_U01;18/04/2012;NULL;01/02/2018;NULL;363;363;'eerst constantijn huygenstraat 48';BETAALDP
12019;4.875265704;52.365391297;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BOSBOOM TOUSSAINTSTRAAT 50 T/O';BETAALDP
12021;4.877561934;52.366058436;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BOSBOOM TOUSSAINTSTRAAT 2 T/H_BORD';BETAALDP
12023;4.876177539;52.366152032;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 17 T/H_BORD';BETAALDP
12025;4.876025568;52.36100894;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ROEMER VISSCHERSTRAAT 45 T/H_BORD';BETAALDP
12027;4.874177506;52.361482492;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 102 T/H';BETAALDP
12028;4.873205847;52.361114145;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 73 T/H';BETAALDP
12029;4.871653631;52.360777447;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 154 T/H';BETAALDP
12030;4.869923848;52.360264575;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELSTRAAT 103 T/H';BETAALDP
12031;4.867442804;52.360642864;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 261 T/H';BETAALDP
12032;4.869071119;52.361049624;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 223 T/H_BORD';BETAALDP
12033;4.871416025;52.361666541;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 179 T/H';BETAALDP
12036;4.872072827;52.361997145;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 194 T/H';BETAALDP
12037;4.859541751;52.35863658;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'VONDELKERKSTRAAT 1 T/O_BORD';BETAALDP
12044;4.87428143;52.372594003;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 139 T/O';BETAALDP
12047;4.874375392;52.370767808;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 164 T/H';BETAALDP
12048;4.874753527;52.369885588;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 177 T/H';BETAALDP
12049;4.875453323;52.368889391;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 317 T/H';BETAALDP
12050;4.876730674;52.367185716;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NASSAUKADE 351 T/O';BETAALDP
12051;4.876783985;52.366772768;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 2_BORD';BETAALDP
12052;4.874872818;52.366172984;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 38 T/H_BORD';BETAALDP
12053;4.875460871;52.366972159;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPSTRAAT 24 T/H';BETAALDP
12054;4.873923567;52.367635804;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 167 T/H';BETAALDP
12056;4.874755473;52.368134329;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 30 T/H';BETAALDP
12058;4.872760009;52.369388457;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'POTGIETERSTRAAT 47';BETAALDP
12059;4.872254206;52.370259221;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 83';BETAALDP
12061;4.87272628;52.371637541;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 49';BETAALDP
12062;4.873424048;52.372820654;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 15 T/O_BORD';BETAALDP
12063;4.873390497;52.37173406;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DE CLERCQSTRAAT 12';BETAALDP
12065;4.873314482;52.370330709;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAPLEIN 20_BORD';BETAALDP
12066;4.873754707;52.369638539;T12A;04/04/2006;NULL;01/01/2005;NULL;363;363;'POTGIETERSTRAAT 35_BORD';BETAALDP
12067;4.874211693;52.366025955;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 42_BORD';BETAALDP
12068;4.873991251;52.366402508;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 204';BETAALDP
12070;4.872868429;52.368173707;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 140 T/O';BETAALDP
12072;4.87171912;52.369918027;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 72 T/O';BETAALDP
12074;4.872188201;52.371761534;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DA COSTAKADE 20 T/O';BETAALDP
12075;4.872421457;52.372585931;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'HUGO DE GROOTKADE 1_BORD';BETAALDP
12077;4.870939262;52.371672794;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKSTRAAT 23';BETAALDP
12078;4.870662233;52.369752648;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 75';BETAALDP
12079;4.871193065;52.368889293;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 113';BETAALDP
12080;4.871748941;52.368051453;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 157';BETAALDP
12081;4.872564653;52.36692564;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 205';BETAALDP
12082;4.872624611;52.366363897;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 200';BETAALDP
12083;4.871252715;52.368329379;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 122';BETAALDP
12084;4.870415687;52.369652788;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 82';BETAALDP
12085;4.870242739;52.370322845;T13A_U02;04/04/2006;NULL;01/02/2018;NULL;363;363;'BILDERDIJKSTRAAT 64 T/H';BETAALDP
12087;4.869533912;52.370865378;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DE CLERCQSTRAAT 60 T/H';BETAALDP
12088;4.868174544;52.371119782;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 1 T/O_BORD';BETAALDP
12089;4.869734206;52.371471419;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKPARK 5 T/O';BETAALDP
12090;4.867604433;52.371075666;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 12 T/O';BETAALDP
12091;4.868047806;52.370275286;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 22 T/H';BETAALDP
12092;4.86869105;52.369310304;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 38 T/H_BORD';BETAALDP
12097;4.872177329;52.365378034;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 68 T/H_BORD';BETAALDP
12098;4.871912345;52.365825729;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 105 T/H';BETAALDP
12100;4.871080036;52.367037858;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 67 T/H';BETAALDP
12103;4.869677243;52.368861312;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 25 T/O_BORD';BETAALDP
12104;4.869002984;52.370044392;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'BILDERDIJKKADE 13 T/H';BETAALDP
12107;4.874087919;52.3638169;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TWEEDE HELMERSSTRAAT 104 T/H';BETAALDP
12108;4.873078847;52.363006919;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 86';BETAALDP
12109;4.872410166;52.364324869;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TWEEDE CONSTANTIJN HUYGENSSTRA 4 T/H';BETAALDP
12110;4.870839655;52.364053341;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'WG-PLEIN 79 T/O';BETAALDP
12111;4.870996228;52.363046326;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'MARIUS VAN BOUWDIJK-BASTIAANSE 22 T/H_BORD';BETAALDP
12112;4.870176739;52.362251723;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 141 T/O';BETAALDP
12113;4.869744915;52.362742072;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ITE BOEREMASTRAAT 1 T/H';BETAALDP
12114;4.869231022;52.36375492;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ANNA SPENGLERSTRAAT 61 T/O_BORD';BETAALDP
12115;4.868106353;52.363603684;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JELTJE DE BOSCH KEMPERPAD 3 T/O_BORD';BETAALDP
12116;4.868497638;52.36230449;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ITE BOEREMASTRAAT 149 T/O_BORD';BETAALDP
12117;4.867359162;52.361437516;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 207 T/H';BETAALDP
12118;4.867786999;52.362080208;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NICOLAAS BEETSSTRAAT 144 T/H';BETAALDP
12120;4.867121703;52.363045881;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NICOLAAS BEETSSTRAAT 116 T/H';BETAALDP
12121;4.866750694;52.363560304;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'NICOLAAS BEETSSTRAAT 106 T/H_BORD';BETAALDP
12123;4.864948066;52.36134771;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JAN PIETER HEIJESTRAAT 143 T/H_BORD';BETAALDP
12124;4.864634576;52.361839076;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JAN PIETER HEIJESTRAAT 133 T/H';BETAALDP
12125;4.864334786;52.362307469;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JAN PIETER HEIJESTRAAT 121 T/O_BORD';BETAALDP
12126;4.863983088;52.3628472;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JAN PIETER HEIJESTRAAT 113 T/O';BETAALDP
12129;4.865117416;52.360886966;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JAN PIETER HEIJESTRAAT 180 HOEK';BETAALDP
12130;4.874364018;52.363333482;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'EERSTE HELMERSSTRAAT 60 HOEK_BORD';BETAALDP
12131;4.861623922;52.364626773;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 360 T/O_BORD';BETAALDP
12132;4.861221086;52.364374907;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 353 T/O';BETAALDP
12133;4.864415616;52.365140932;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 255 T/O';BETAALDP
12134;4.865709923;52.365464172;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 225 T/O';BETAALDP
12136;4.869627668;52.366453701;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KINKERSTRAAT 109 T/O';BETAALDP
12137;4.864466032;52.360133311;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 408 T/O';BETAALDP
12139;4.861399535;52.35939102;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 466 T/O';BETAALDP
12140;4.858816363;52.358718798;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 520 T/O_BORD';BETAALDP
12142;4.856695927;52.358168883;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 558 T/H';BETAALDP
12144;4.857758348;52.358275543;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 493 T/O_BORD';BETAALDP
12145;4.867971183;52.360665778;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'GERARD BRANDTSTRAAT 7 HOEK_BORD';BETAALDP
12146;4.858967167;52.358460423;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'FREDERIKSSTRAAT 1 T/O';BETAALDP
12148;4.86307369;52.359644253;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'OVERTOOM 367 T/O';BETAALDP
12149;4.871540168;52.363454463;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'WG-PLEIN 1 T/O_BORD';BETAALDP
12150;4.873005756;52.363498458;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'TWEEDE CONSTANTIJN HUYGENSSTRAAT 41_BORD';BETAALDP
12151;4.85701968;52.357325507;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'ZOCHERSTRAAT 26 T/O';BETAALDP
12153;4.86011889;52.358597959;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'REYER ANSLOSTRAAT 2 T/H';BETAALDP
12154;4.86124025;52.358263839;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'SAXENBURGERSTRAAT 19';BETAALDP
12155;4.861983065;52.358543919;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'SCHOOLSTRAAT 25 T/O_BORD';BETAALDP
12156;4.862910256;52.358698944;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'RIJTUIGENHOF 97 T/H';BETAALDP
12158;4.862020201;52.362492065;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 211 T/O';BETAALDP
12160;4.85760487;52.36138502;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'JACOB VAN LENNEPKADE 313 T/O';BETAALDP
12161;4.857526279;52.360788507;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'KANAALSTRAAT 210 T/O_BORD';BETAALDP
12162;4.85714053;52.360194992;T13A;04/04/2006;NULL;01/01/2005;NULL;363;363;'DERDE KOSTVERLORENKADE 17 T/O';BETAALDP
