VERKOOPPUNT;LON;LAT;GEBIED;VKP_BEGIN;VKP_EIND;GEB_BEGIN;GEB_EIND;VKP_DOMEIN;GEB_DOMEIN;VKP_OMS;GEBR_DOEL_GEB
97500;6.603885131;53.17287864;Centrum;01/01/2014;NULL;16/03/2012;NULL;17;17;NULL;BETAALDP
36010;5.22005973;52.371709239;ALMSTAD;01/11/2016;NULL;06/03/2012;NULL;34;34;NULL;BETAALDP
36011;5.216807437;52.370591456;ALMTEGELZ;01/11/2016;NULL;06/03/2012;NULL;34;34;'Administratief verkooppunt alleen voor bezoekersregeling';BETAALDP
36011;5.219442136;52.372095396;ALMSTAD;01/11/2016;NULL;06/03/2012;NULL;34;34;'Administratief verkooppunt alleen voor bezoekersregeling';BETAALDP
36020;5.216841666;52.370475398;ALMTEGELZ;01/11/2016;NULL;06/03/2012;NULL;34;34;NULL;BETAALDP
36030;5.276760455;52.394400255;ALMBUITEN;01/11/2016;NULL;06/03/2012;NULL;34;34;NULL;BETAALDP
36031;5.276686253;52.39433479;ALMBUITEN;01/11/2016;NULL;06/03/2012;NULL;34;34;'Administratief verkooppunt alleen voor bezoekersregeling';BETAALDP
9950;5.998003848;53.327316098;9950;01/01/2014;31/12/2099;25/06/2014;NULL;58;58;'Markt';BETAALDP
9950;5.997859431;53.327314749;9950;01/01/2014;31/12/2099;25/06/2014;NULL;58;58;'Markt';BETAALDP
9951;6.001097736;53.327161245;9951;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Oostersingel';BETAALDP
9951;6.00125089;53.3266492;9951;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Oostersingel';BETAALDP
9952;5.998907988;53.324559464;9952;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Keppelstraat';BETAALDP
9954;5.99966505;53.323789489;9954;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Zuiderbolwerk';BETAALDP
9960;5.99603388;53.32608994;9960;01/01/2014;31/12/2099;25/06/2014;NULL;58;58;'Legeweg';BETAALDP
9961;5.995816009;53.326673035;9960;01/01/2014;31/12/2099;25/06/2014;NULL;58;58;'Hogepol';BETAALDP
9962;5.996334321;53.327104605;9960;01/01/2014;31/12/2099;25/06/2014;NULL;58;58;'Achterom';BETAALDP
9963;5.998909626;53.327872912;9963;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Oranjewal';BETAALDP
9964;6.000488201;53.328206053;9964;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Aalsumerpoort';BETAALDP
9965;5.999890606;53.325198249;9965;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Diepswal';BETAALDP
9966;5.99746791;53.324908591;9966;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Vleesmarkt';BETAALDP
9970;6.000702518;53.326114829;9971;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Kleine Oosterstraat';BETAALDP
9971;5.999742279;53.32599308;9971;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Kleine Breedstraat';BETAALDP
9972;5.998577248;53.324852848;9972;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'De Dijk';BETAALDP
9973;5.997174856;53.325744025;9973;01/01/2014;31/12/2099;26/06/2014;NULL;58;58;'Koningstraat';BETAALDP
8750;5.41800036;53.179261957;Vissershvn;01/01/2018;NULL;01/01/2018;NULL;72;72;NULL;BETAALDP
8751;5.418143083;53.179278582;Camperpark;01/01/2018;NULL;08/02/2012;NULL;72;72;NULL;BETAALDP
8752;5.413737702;53.176283541;Waddenpro;01/01/2018;NULL;08/02/2012;NULL;72;72;NULL;BETAALDP
8752;5.414751195;53.176781699;Waddenpro;01/01/2018;NULL;08/02/2012;NULL;72;72;NULL;BETAALDP
8753;5.420059153;53.173440606;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.423632147;53.173337539;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.419629706;53.172178034;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.419234616;53.175510538;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.415172053;53.173612385;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.412938932;53.1719719;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.41839351;53.17696606;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.421768349;53.173165761;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.422781843;53.176043051;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.419423572;53.173861464;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.413385556;53.174333855;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.420081065;53.176782976;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.41912296;53.171843066;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.414699662;53.174857779;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.418161;53.172349812;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.419253208;53.17601084;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.41920026;53.172779259;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.414974507;53.175527716;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.415859167;53.174067598;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.414931563;53.17116454;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.418332778;53.171602576;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.415909938;53.176655613;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.420153631;53.172787848;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.423151167;53.174411155;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.417233395;53.17349214;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.416100982;53.175859597;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.412741386;53.174840602;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.414974507;53.172624658;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.422110908;53.177029741;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.419097193;53.171679876;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.421433381;53.174187843;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.421261603;53.175510538;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.416623582;53.172744903;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.417501971;53.175915318;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.421450559;53.175802561;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.417911921;53.173955942;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.416984316;53.175501949;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.414089848;53.174205021;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.422919266;53.174308088;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.418255478;53.173414839;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.411607648;53.17405042;Binnenstad;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8753;5.415549966;53.17068356;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8754;5.419346272;53.174763301;Voorstraat;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8754;5.416563459;53.174952258;Voorstraat;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8754;5.417654253;53.174978024;Voorstraat;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8755;5.411607648;53.172401346;Willemshvn;01/01/2018;NULL;01/01/2018;NULL;72;72;NULL;BETAALDP
8755;5.415361009;53.169592767;Willemshvn;01/01/2018;NULL;01/01/2018;NULL;72;72;NULL;BETAALDP
8755;5.413162244;53.171113007;Willemshvn;01/01/2018;NULL;01/01/2018;NULL;72;72;NULL;BETAALDP
8760;5.427866488;53.160299547;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.427393985;53.168038122;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.426672627;53.174582934;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.427437042;53.159852923;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.423108222;53.166801365;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.433758492;53.163305671;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.423145782;53.169820054;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.425710667;53.177966971;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.427153607;53.169695834;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.425891035;53.171868832;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.441454172;53.159492188;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.436173681;53.176036789;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.438850512;53.168907447;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.425152387;53.171198896;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.427299619;53.162275;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.43065789;53.179392733;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.42464564;53.173792752;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.437056641;53.159303231;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.428206923;53.174347604;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.438156024;53.159543721;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.427729065;53.165968239;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8760;5.423872637;53.176910533;Vignet;01/01/2018;NULL;01/01/2016;NULL;72;72;NULL;BETAALDP
8763;5.418693365;53.170849152;Spoorstr;01/01/2018;NULL;01/01/2015;NULL;72;72;NULL;BETAALDP
8764;5.423657323;53.170589598;Station;01/01/2018;NULL;01/01/2015;NULL;72;72;NULL;BETAALDP
84000;5.925302711;52.959880958;84000;06/02/2013;NULL;05/03/2013;NULL;74;74;'Centrum';BETAALDP
84010;5.922795634;52.96351622;84010;06/02/2013;NULL;05/03/2013;NULL;74;74;'Schil noord';BETAALDP
84020;5.928286133;52.960482657;84020;06/02/2013;NULL;05/03/2013;NULL;74;74;'Schil oost';BETAALDP
84030;5.927609013;52.956270936;84030;06/02/2013;NULL;05/03/2013;NULL;74;74;'Schil zuid';BETAALDP
84040;5.921491953;52.958226287;84040;06/02/2013;NULL;05/03/2013;NULL;74;74;'Schil west';BETAALDP
84050;5.914071005;52.961209709;84050;06/02/2013;NULL;05/03/2013;NULL;74;74;'Station';BETAALDP
8901;5.794106103;53.198553543;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8902;5.792895934;53.198636035;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8903;5.794999969;53.198833278;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8905;5.795860616;53.19903002;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8906;5.794417441;53.197292449;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8907;5.794539233;53.197838158;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8908;5.793845411;53.197552567;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8909;5.792976429;53.198187685;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8910;5.794170458;53.19812473;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8911;5.795440383;53.198058362;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8912;5.788412902;53.19823961;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8913;5.78934975;53.198374618;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8914;5.792005978;53.198328544;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8915;5.791665627;53.199587632;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8916;5.790349258;53.19967158;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8917;5.786061134;53.19737406;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8918;5.791296966;53.198743162;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8919;5.799937507;53.20070747;B6;01/01/2012;01/01/2050;02/01/2017;NULL;80;80;NULL;BETAALDP
8920;5.800222859;53.201176015;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8921;5.800663829;53.20187975;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8922;5.801042237;53.202692943;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8923;5.803091933;53.203316396;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8924;5.802842199;53.202385252;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8925;5.802633277;53.201626546;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8926;5.802515854;53.20119884;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8927;5.799301497;53.202988844;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8928;5.798551379;53.203019605;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8929;5.797891052;53.202955938;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8930;5.797184294;53.202801627;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8931;5.790560463;53.202598853;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8932;5.792985223;53.20382484;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8933;5.794746389;53.204367597;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8934;5.797439299;53.205003554;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8935;5.793645096;53.196618698;B1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8936;5.8006523;53.204644397;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8937;5.79945288;53.204747979;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8938;5.798463001;53.204825079;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8939;5.795511379;53.204265048;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8940;5.795214394;53.207476959;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8941;5.795838165;53.207442026;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8942;5.799454001;53.201813711;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8943;5.792652709;53.203454507;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8944;5.802544848;53.203891362;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8945;5.802085755;53.203859374;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8946;5.804089189;53.200427535;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8947;5.791323777;53.200047184;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8948;5.801324947;53.199208193;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8949;5.796663712;53.205306481;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8950;5.787323167;53.197938514;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8951;5.799674838;53.193772558;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8952;5.787479682;53.202434931;B4;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8953;5.786829008;53.20160287;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8954;5.787368781;53.201198403;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8955;5.788077366;53.200747414;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8956;5.788193562;53.199936865;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8957;5.788133103;53.19942852;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8958;5.788015215;53.198983867;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8959;5.787834846;53.198555753;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8960;5.784391964;53.199633463;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8961;5.785062656;53.199575852;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8962;5.785754932;53.199795237;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8963;5.785639319;53.199259726;D;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8964;5.784211365;53.197476192;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8965;5.791033632;53.196812702;B3;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8966;5.798630108;53.200084953;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8967;5.800327975;53.195374707;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8968;5.799754872;53.194818736;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8969;5.799915346;53.194496774;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8970;5.800879255;53.203514083;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8971;5.797418415;53.196729737;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8972;5.781220401;53.197635495;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8973;5.797322359;53.196138037;B5;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8974;5.798477402;53.195602945;B5;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8975;5.798586613;53.195060744;B5;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8976;5.798581393;53.194507505;B5;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8977;5.798482632;53.193953311;B5;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8978;5.804552619;53.202658893;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8979;5.805226355;53.202723473;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8980;5.805750698;53.20259056;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8981;5.806770629;53.202698564;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8982;5.807949672;53.202707029;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8983;5.808831486;53.202600494;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8984;5.800567529;53.196114695;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8985;5.799990491;53.19670111;C;01/01/2012;01/01/2050;06/03/2013;NULL;80;80;NULL;BETAALDP
8986;5.789578;53.201174936;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8987;5.797780278;53.198722149;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8988;5.798591965;53.199042442;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8989;5.77902005;53.197781862;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8990;5.789188031;53.202581354;A2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8991;5.798888608;53.199416555;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8992;5.77719816;53.19796862;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8993;5.775853073;53.198078265;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
8994;5.792442544;53.202845068;A1;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8995;5.800393505;53.203383723;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8996;5.800917996;53.204185563;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
8997;5.801085223;53.205073925;B2;01/01/2012;01/01/2050;28/02/2013;NULL;80;80;NULL;BETAALDP
9751;5.773575237;53.198274772;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
9752;5.77238747;53.198375245;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
9753;5.77128221;53.198446629;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
9755;5.7727686;53.199029775;DD;11/02/2016;01/01/2050;18/01/2016;NULL;80;80;NULL;BETAALDP
51202;6.10045061;53.105023615;Marke01;23/01/2014;NULL;23/01/2014;NULL;90;90;'De Marke';BETAALDP
51203;6.098072648;53.109149711;VOG01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Vogelzang II';BETAALDP
51204;6.099674758;53.105059184;RAA01;02/07/2013;NULL;12/07/2013;NULL;90;90;'Raadhuisplein';BETAALDP
51205;6.09636894;53.106082532;SAN01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Sander Israelplein I';BETAALDP
51206;6.09515287;53.105991076;SAN01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Sander Israelplein II';BETAALDP
51207;6.099826747;53.107647484;OOS01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Oosterstraat I';BETAALDP
51208;6.099895049;53.10831824;OOS01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Oosterstraat II';BETAALDP
51210;6.096229048;53.107463894;MAR01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Markt II';BETAALDP
51211;6.094234949;53.108820293;OUD02;02/07/2013;NULL;27/06/2013;NULL;90;90;'Oude Nering';BETAALDP
51212;6.102344524;53.106919416;KAD01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade I';BETAALDP
51213;6.103328596;53.106912446;KAD01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade II';BETAALDP
51214;6.104597297;53.10699229;KAD01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade III';BETAALDP
51215;6.105623115;53.106994349;KAD01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade IV';BETAALDP
51216;6.09146602;53.106520858;MOLNZ01;02/05/2016;NULL;11/01/2016;NULL;90;90;'Moleneind NZ I';BETAALDP
51217;6.099687495;53.109291266;TOR01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Torenstraat II';BETAALDP
51218;6.09805404;53.103879365;BUR01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Burgemeester Wuiteweg';BETAALDP
51219;6.098783617;53.109191393;VOG01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Vogelzang';BETAALDP
51220;6.096258409;53.103515269;GAU01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Gemeentehuis';BETAALDP
51222;6.093644641;53.106623199;MOLNZ01;02/05/2016;NULL;11/01/2016;NULL;90;90;'Moleneind NZ II';BETAALDP
51223;6.099436851;53.102753223;OPG01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Opgang';BETAALDP
51224;6.095795451;53.107951375;OUD01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Oudeweg';BETAALDP
51225;6.095158543;53.1074438;MAR01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Markt I';BETAALDP
51226;6.095958161;53.102649845;REI01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Reidingweg';BETAALDP
51227;6.098743661;53.102031994;BUR02;02/07/2013;NULL;27/06/2013;NULL;90;90;'Burgemeester Wuiteweg I';BETAALDP
51228;6.098508275;53.102066432;BUR02;02/07/2013;NULL;27/06/2013;NULL;90;90;'Burgemeester Wuiteweg II';BETAALDP
51229;6.106826244;53.107081545;KAD02;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade V';BETAALDP
51230;6.107563326;53.107067054;KAD02;02/07/2013;NULL;27/06/2013;NULL;90;90;'Kade VI';BETAALDP
51231;6.106139149;53.10745264;NAC01;02/07/2013;NULL;27/06/2013;NULL;90;90;'Nachtegaalstraat';BETAALDP
